Eviction ID,Address,City,State,Year,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Reason
M132408,1500 Block Of La Salle  Avenue,San Francisco,CA,2013,94124,12/05/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Bayview Hunters Point,"(37.7359790208273, -122.387994549376)",Nuisance
M120769,800 Block Of Hampshire  Street,San Francisco,CA,2012,94110,07/18/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,07/17/2015,9,Mission,"(37.7585039851251, -122.407899319971)",Owner Move In
M140739,2600 Block Of 21st  Street,San Francisco,CA,2014,94110,04/09/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,04/02/2017,9,Mission,"(37.7576232172729, -122.408197661636)",Owner Move In
M150163,200 Block Of Mallorca  Way,San Francisco,CA,2015,94123,01/16/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,2,Marina,"(37.8026786425363, -122.43834826896)",Late Payments
M122277,100 Block Of Fair Oaks  Street,San Francisco,CA,2012,94110,12/12/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7543085855595, -122.424144017783)",Breach
M110070,1400 Block Of Chestnut  Street,San Francisco,CA,2011,94123,01/19/2011,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,2,Marina,"(37.8020216254074, -122.427210668222)",Nuisance
M150341,300 Block Of Collingwood  Street,San Francisco,CA,2015,94114,02/23/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,02/12/2018,8,Castro/Upper Market,"(37.757020545205, -122.435675222711)",Owner Move In
M130055,2900 Block Of Jennings  Street,San Francisco,CA,2013,94124,01/07/2013,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Bayview Hunters Point,"(37.7216895966858, -122.39339823815)",Illegal Use
M150938,200 Block Of Leavenworth  Street,San Francisco,CA,2015,94102,04/23/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,Tenderloin,"(37.7832504152422, -122.414216003054)",Nuisance
M122264,100 Block Of Presidio  Avenue,San Francisco,CA,2012,94115,12/07/2012,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,,2,Presidio Heights,"(37.7903902843772, -122.447347506856)",Demolition
M153149,0 Block Of Robblee  Avenue,San Francisco,CA,2015,94124,11/16/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,10,Bayview Hunters Point,"(37.7357126133141, -122.399154024427)",Roommate Same Unit
M150151,900 Block Of Post  Street,San Francisco,CA,2015,94109,01/14/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,3,Nob Hill,"(37.7871735246735, -122.417641342758)",Late Payments
M141007,500 Block Of Mississippi  Street,San Francisco,CA,2014,94107,05/23/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,05/21/2017,10,Potrero Hill,"(37.7588711231895, -122.394160784869)",Owner Move In
M132194,1000 Block Of Market  Street,San Francisco,CA,2013,94103,10/28/2013,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,,6,South of Market,"(37.7812876875414, -122.411318055944)",Demolition
M110599,900 Block Of Jones  Street,San Francisco,CA,2011,94109,04/12/2011,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Nob Hill,"(37.7899875725832, -122.413890485298)",Multiple
M130680,0 Block Of Powers  Avenue,San Francisco,CA,2013,94110,04/12/2013,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,,9,Bernal Heights,"(37.7459098395864, -122.418985022312)",Substantial Rehab
M150716,400 Block Of Vallejo  Street,San Francisco,CA,2015,94133,04/03/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,04/22/2018,3,North Beach,"(37.799081056607, -122.40433193337)",Owner Move In
M131750,5800 Block Of Mission  Street,San Francisco,CA,2013,94112,09/05/2013,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Excelsior,"(37.7094275480453, -122.450664127243)",Multiple
M141172,400 Block Of 33rd  Avenue,San Francisco,CA,2014,94121,05/22/2014,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,1,Outer Richmond,"(37.7806543962468, -122.493444371913)",Illegal Use
M121929,2700 Block Of 21st  Street,San Francisco,CA,2012,94110,10/09/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,9,Mission,"(37.7575682682955, -122.409114597386)",Breach
M110117,1700 Block Of Newcomb  Avenue,San Francisco,CA,2011,94124,02/08/2011,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Bayview Hunters Point,"(37.7368641208681, -122.392545432284)",Breach
M131176,500 Block Of Webster  Street,San Francisco,CA,2013,94117,07/16/2013,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,07/12/2016,5,Hayes Valley,"(37.7753355946371, -122.429481203584)",Owner Move In
M130220,2000 Block Of Broadway  Street,San Francisco,CA,2013,94115,02/05/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,Breach
M140315,500 Block Of Capp  Street,San Francisco,CA,2014,94110,02/14/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,9,Mission,"(37.7579037625815, -122.417819318278)",Non Payment
M130090,700 Block Of Monterey  Boulevard,San Francisco,CA,2013,94127,01/16/2013,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,7,West of Twin Peaks,"(37.7316239329908, -122.452278465115)",Roommate Same Unit
M131999,1000 Block Of Market  Street,San Francisco,CA,2013,94103,10/07/2013,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,,6,South of Market,"(37.7812876875414, -122.411318055944)",Demolition
M132342,500 Block Of Lawton  Street,San Francisco,CA,2013,94122,11/12/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,7,Inner Sunset,"(37.7583822839488, -122.468599492074)",Ellis Act WithDrawal
M132526,0 Block Of Wetmore  Street,San Francisco,CA,2013,94102,12/17/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,3,Nob Hill,"(37.7935181354402, -122.41038907273)",Ellis Act WithDrawal
M141730,400 Block Of Warren  Drive,San Francisco,CA,2014,94131,08/07/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Inner Sunset,"(37.7579763885838, -122.462011746779)",Breach
M131160,600 Block Of Lakeview  Avenue,San Francisco,CA,2013,94112,07/02/2013,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,06/28/2016,11,Oceanview/Merced/Ingleside,"(37.7181793592473, -122.456626241689)",Owner Move In
M141705,100 Block Of Leland  Avenue,San Francisco,CA,2014,94134,08/01/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Visitacion Valley,"(37.7120587966687, -122.406110808835)",Breach
M120849,500 Block Of 3rd  Street,San Francisco,CA,2012,94107,06/04/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,South of Market,"(37.7804887572667, -122.394897292198)",Breach
M152319,0 Block Of Majestic  Avenue,San Francisco,CA,2015,94112,09/01/2015,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,11,Oceanview/Merced/Ingleside,"(37.7176993322876, -122.451373572602)",Ellis Act WithDrawal
M150930,1300 Block Of Taylor  Street,San Francisco,CA,2015,94108,04/22/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Nob Hill,"(37.7947678771321, -122.413031075751)",Nuisance
M142420,100 Block Of Del Monte  Street,San Francisco,CA,2014,94112,10/31/2014,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,,,11,Outer Mission,"(37.7150638780068, -122.444413897832)",Multiple
M132519,2800 Block Of 23rd  Street,San Francisco,CA,2013,94110,12/16/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,9,Mission,"(37.7544242919275, -122.409741838392)",Ellis Act WithDrawal
M132485,1800 Block Of 16th  Avenue,San Francisco,CA,2013,94122,12/16/2013,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,7,Inner Sunset,"(37.7534473544488, -122.473266816242)",Unapproved Subtenant
M151033,200 Block Of Clara  Street,San Francisco,CA,2015,94107,04/29/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,6,South of Market,"(37.7785402502642, -122.40344270944)",Other Cause
M121259,1400 Block Of Clay  Street,San Francisco,CA,2012,94109,08/16/2012,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Nob Hill,"(37.7928543973007, -122.416925085992)",Non Payment
M121377,1100 Block Of Market  Street,San Francisco,CA,2012,94103,08/16/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,6,South of Market,"(37.7795310847755, -122.413542549251)",Development
M120758,2100 Block Of Sutter  Street,San Francisco,CA,2012,94115,06/26/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,06/18/2015,2,Pacific Heights,"(37.7858262336357, -122.435748426487)",Owner Move In
M111400,100 Block Of Font  Boulevard,San Francisco,CA,2011,94132,08/22/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.715545052959, -122.473629919957)",Breach
M152504,0 Block Of Niantic  Avenue,San Francisco,CA,2015,94132,09/14/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,7,Oceanview/Merced/Ingleside,"(37.7090658371658, -122.468580569607)",Other Cause
M140738,0 Block Of 25th  Avenue,San Francisco,CA,2014,94121,04/09/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,04/04/2017,2,Seacliff,"(37.7879708311089, -122.485378862381)",Owner Move In
M110311,300 Block Of Turk  Street,San Francisco,CA,2011,94102,03/10/2011,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,Tenderloin,"(37.7827439710395, -122.414884812363)",Nuisance
M131589,3600 Block Of Cabrillo  Street,San Francisco,CA,2013,94121,08/14/2013,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,1,Outer Richmond,"(37.7738791213068, -122.497720186621)",Late Payments
M131433,100 Block Of Cambon  Drive,San Francisco,CA,2013,94132,07/24/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.7166731173383, -122.474173684903)",Breach
M120851,3100 Block Of Laguna  Street,San Francisco,CA,2012,94123,06/04/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,2,Marina,"(37.8000153926556, -122.431093553571)",Nuisance
M151615,100 Block Of Taylor  Street,San Francisco,CA,2015,94102,06/30/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,Tenderloin,"(37.7836863382486, -122.410789885446)",Nuisance
M121403,1100 Block Of Market  Street,San Francisco,CA,2012,94103,08/16/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,6,South of Market,"(37.7795310847755, -122.413542549251)",Development
M150799,2700 Block Of Folsom  Street,San Francisco,CA,2015,94110,04/09/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,9,Mission,"(37.7533065017189, -122.414090778467)",Breach
M152095,2100 Block Of 46th  Avenue,San Francisco,CA,2015,94116,08/11/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,08/11/2018,4,Sunset/Parkside,"(37.7464325236755, -122.505019197567)",Owner Move In
M121364,1100 Block Of Market  Street,San Francisco,CA,2012,94103,08/16/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,,,6,South of Market,"(37.7795310847755, -122.413542549251)",Development
M142459,1400 Block Of 24th  Avenue,San Francisco,CA,2014,94122,11/14/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,11/12/2017,4,Sunset/Parkside,"(37.760527021786, -122.482355707887)",Owner Move In
M110687,100 Block Of Font  Boulevard,San Francisco,CA,2011,94132,04/29/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.715545052959, -122.473629919957)",Breach
M150353,1100 Block Of De Haro  Street,San Francisco,CA,2015,94107,03/02/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,02/27/2018,10,Potrero Hill,"(37.7559108857717, -122.400678627271)",Owner Move In
M132181,600 Block Of John Muir  Drive,San Francisco,CA,2013,94132,10/25/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.7143348140478, -122.492047872131)",Breach
M120041,1300 Block Of York  Street,San Francisco,CA,2012,94110,02/22/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,02/21/2015,9,Mission,"(37.7504528679942, -122.408029580822)",Owner Move In
M110377,800 Block Of Moultrie  Street,San Francisco,CA,2011,94110,03/21/2011,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,9,Bernal Heights,"(37.7342545738394, -122.416297963758)",Nuisance
M121108,1900 Block Of Washington  Street,San Francisco,CA,2012,94109,07/23/2012,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,2,Pacific Heights,"(37.7927918346358, -122.425348410275)",Breach
M120763,3100 Block Of California  Street,San Francisco,CA,2012,94115,07/09/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,07/06/2015,2,Presidio Heights,"(37.787295772088, -122.446086570222)",Owner Move In
M152838,1600 Block Of Lombard  Street,San Francisco,CA,2015,94123,10/16/2015,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,2,Marina,"(37.8008987965577, -122.4286710271)",Condo Conversion
M131182,3100 Block Of Anza  Street,San Francisco,CA,2013,94121,06/19/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,1,Outer Richmond,"(37.7782323297794, -122.481912858053)",Nuisance
M141572,230200 Block Of Anza  Street,San Francisco,CA,2014,94118,07/22/2014,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,1,Lone Mountain/USF,"(37.7808387787668, -122.449570865778)",Other Cause
M121682,100 Block Of Cook  Street,San Francisco,CA,2012,94118,09/10/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,1,Lone Mountain/USF,"(37.7811643494204, -122.452074517886)",Breach
M132334,300 Block Of Hearst  Avenue,San Francisco,CA,2013,94112,11/18/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,West of Twin Peaks,"(37.7306488158809, -122.445435598834)",Nuisance
M120814,7800 Block Of Geary  Boulevard,San Francisco,CA,2012,94121,05/24/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,1,Outer Richmond,"(37.7791233912401, -122.503472138046)",Breach
M111687,1700 Block Of Larkin  Street,San Francisco,CA,2011,94109,10/11/2011,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,3,Russian Hill,"(37.7939019227131, -122.4197343186)",Ellis Act WithDrawal
M120274,500 Block Of Orizaba  Avenue,San Francisco,CA,2012,94132,02/28/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Oceanview/Merced/Ingleside,"(37.7191067426088, -122.46272337727)",Breach
M140455,5500 Block Of Anza  Street,San Francisco,CA,2014,94121,03/27/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,1,Outer Richmond,"(37.7771717123496, -122.507631005642)",Owner Move In
M132265,100 Block Of Concord  Street,San Francisco,CA,2013,94112,11/04/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,11,Excelsior,"(37.7115163704415, -122.44246999619)",Ellis Act WithDrawal
M121964,300 Block Of Teddy  Avenue,San Francisco,CA,2012,94134,10/12/2012,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Visitacion Valley,"(37.7153951684728, -122.409692952565)",Non Payment
M131442,300 Block Of San Jose  Avenue,San Francisco,CA,2013,94110,07/25/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7494022899321, -122.421406673002)",Breach
M132568,100 Block Of Grijalva  Drive,San Francisco,CA,2013,94132,12/27/2013,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.7157670732897, -122.47968096599)",Multiple
M110197,400 Block Of Filbert  Street,San Francisco,CA,2011,94133,02/16/2011,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,3,North Beach,"(37.8016453266517, -122.407626830049)",Ellis Act WithDrawal
M111615,3100 Block Of San Jose  Avenue,San Francisco,CA,2011,94112,10/05/2011,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Outer Mission,"(37.7092342949464, -122.457902784761)",Illegal Use
M110396,1300 Block Of Thomas  Avenue,San Francisco,CA,2011,94124,03/31/2011,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Bayview Hunters Point,"(37.727718791514, -122.386656656073)",Non Payment
M122279,100 Block Of Trenton  Street,San Francisco,CA,2012,94133,12/13/2012,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Chinatown,"(37.7961679771549, -122.409095128013)",Nuisance
M140868,0 Block Of Cumberland  Street,San Francisco,CA,2014,94110,04/22/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7591515867675, -122.424733436252)",Breach
M131213,0 Block Of Corwin  Street,San Francisco,CA,2013,94114,06/26/2013,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,8,Twin Peaks,"(37.7570531327791, -122.439618182038)",Breach
M110958,800 Block Of 14th  Street,San Francisco,CA,2011,94114,09/26/2011,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,09/23/2014,8,Castro/Upper Market,"(37.7675070760871, -122.431739942112)",Owner Move In
M130322,5800 Block Of Mission  Street,San Francisco,CA,2013,94112,02/20/2013,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Outer Mission,"(37.7091600305584, -122.451801431544)",Non Payment
M121179,1400 Block Of Vallejo  Street,San Francisco,CA,2012,94109,07/30/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Russian Hill,"(37.7969500800005, -122.42112794228)",Breach
M140928,100 Block Of Font  Boulevard,San Francisco,CA,2014,94132,04/24/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.715545052959, -122.473629919957)",Breach
M110307,100 Block Of Albion  Street,San Francisco,CA,2011,94110,03/09/2011,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7636369577888, -122.422805752417)",Nuisance
M132343,500 Block Of Pierce  Street,San Francisco,CA,2013,94117,11/20/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,5,Hayes Valley,"(37.7749376889187, -122.434457138283)",Breach
M142547,200 Block Of Eureka  Street,San Francisco,CA,2014,94114,11/14/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,8,Castro/Upper Market,"(37.7582875285676, -122.438104718937)",Breach
M131922,100 Block Of Seal Rock  Drive,San Francisco,CA,2013,94121,10/01/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,1,Lincoln Park,"(37.7807287079073, -122.508889613268)",Nuisance
M121694,400 Block Of Noe  Street,San Francisco,CA,2012,94114,09/12/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Castro/Upper Market,"(37.7614251525593, -122.432763470522)",Nuisance
M141478,0 Block Of Farallones  Street,San Francisco,CA,2014,94112,06/25/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Oceanview/Merced/Ingleside,"(37.7140353528254, -122.454117149493)",Breach
M150545,700 Block Of Gonzalez  Drive,San Francisco,CA,2015,94132,03/20/2015,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.7175134680329, -122.48059457481)",Nuisance
M150523,200 Block Of Cardenas  Avenue,San Francisco,CA,2015,94132,03/13/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.7191434664513, -122.475982335074)",Breach
M152685,1000 Block Of Silver  Avenue,San Francisco,CA,2015,94134,09/30/2015,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,9,Excelsior,"(37.7290199100219, -122.415658435184)",Non Payment
M140039,1200 Block Of Green  Street,San Francisco,CA,2014,94109,01/06/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Russian Hill,"(37.798149290601, -122.420211765474)",Non Payment
M142141,200 Block Of Mcallister  Street,San Francisco,CA,2014,94102,09/19/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,Tenderloin,"(37.7807213121407, -122.415737767422)",Non Payment
M140721,201200 Block Of 9th  Street,San Francisco,CA,2014,94103,04/09/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,South of Market,"(37.774817064227, -122.412845031059)",Breach
M141376,3500 Block Of San Bruno  Avenue,San Francisco,CA,2014,94134,06/19/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,10,Visitacion Valley,"(37.7170202515131, -122.399987919814)",Non Payment
M130470,800 Block Of Turk  Street,San Francisco,CA,2013,94102,03/20/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,5,Western Addition,"(37.7815854030908, -122.423090189161)",Nuisance
M132532,2800 Block Of Folsom  Street,San Francisco,CA,2013,94110,12/16/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,9,Mission,"(37.7517086694029, -122.41393694174)",Ellis Act WithDrawal
M111614,3100 Block Of San Jose  Avenue,San Francisco,CA,2011,94112,10/05/2011,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Outer Mission,"(37.7092342949464, -122.457902784761)",Illegal Use
M110572,1600 Block Of Haight  Street,San Francisco,CA,2011,94117,04/01/2011,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,5,Haight Ashbury,"(37.7697840923802, -122.449122961204)",Nuisance
M131562,600 Block Of Spruce  Street,San Francisco,CA,2013,94118,08/08/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,2,Presidio Heights,"(37.7828772928678, -122.453478866439)",Breach
M132028,1800 Block Of Alemany  Boulevard,San Francisco,CA,2013,94112,10/16/2013,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,10/14/2016,11,Outer Mission,"(37.7227071920378, -122.438130196178)",Owner Move In
M141780,100 Block Of Eugenia  Street,San Francisco,CA,2014,94110,09/05/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,09/28/2017,,,,Owner Move In
M142447,700 Block Of 6th  Avenue,San Francisco,CA,2014,94118,11/03/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,10/31/2017,1,Inner Richmond,"(37.7744933639031, -122.463881451138)",Owner Move In
M140656,100 Block Of Downey  Street,San Francisco,CA,2014,94117,03/19/2014,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,5,Haight Ashbury,"(37.7654182578924, -122.446783639096)",Ellis Act WithDrawal
M141994,400 Block Of Eddy  Street,San Francisco,CA,2014,94102,09/05/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,6,Tenderloin,"(37.7835654759009, -122.415051136713)",Breach
M130054,0 Block Of Concord  Street,San Francisco,CA,2013,94112,01/07/2013,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,11,Excelsior,"(37.7127395196542, -122.442907764013)",Non Payment
M111006,100 Block Of Font  Boulevard,San Francisco,CA,2011,94132,06/15/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,7,Lakeshore,"(37.715545052959, -122.473629919957)",Breach
M151412,400 Block Of Broadway  Street,San Francisco,CA,2015,94133,06/11/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,06/09/2018,,,,Owner Move In
M151616,1100 Block Of California  Street,San Francisco,CA,2015,94108,06/30/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,06/27/2018,3,Nob Hill,"(37.7914675528315, -122.413273080076)",Owner Move In
M141329,1400 Block Of Thomas  Avenue,San Francisco,CA,2014,94124,07/10/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,07/05/2017,10,Bayview Hunters Point,"(37.728779119582, -122.388524913954)",Owner Move In
M110963,1400 Block Of 5th  Avenue,San Francisco,CA,2011,94122,10/14/2011,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,10/07/2014,5,Inner Sunset,"(37.761427941762, -122.461904465239)",Owner Move In
M140586,600 Block Of Valencia  Street,San Francisco,CA,2014,94110,03/21/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7621357068395, -122.421689427235)",Breach
M121571,1700 Block Of 7th  Avenue,San Francisco,CA,2012,94122,09/07/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,09/05/2015,7,Inner Sunset,"(37.7557715404481, -122.463657106015)",Owner Move In
M111926,3100 Block Of 16th  Street,San Francisco,CA,2011,94103,11/21/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,8,Mission,"(37.7649429347769, -122.422375182218)",Breach
M120745,800 Block Of Guerrero  Street,San Francisco,CA,2012,94110,05/31/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,05/30/2015,8,Mission,"(37.7579622840279, -122.423559852269)",Owner Move In
M110302,1700 Block Of 20th  Avenue,San Francisco,CA,2011,94122,03/08/2011,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,4,Sunset/Parkside,"(37.7551297159093, -122.477545283967)",Non Payment
M110325,1000 Block Of Golden Gate  Avenue,San Francisco,CA,2011,94115,03/16/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,5,Western Addition,"(37.7800421535619, -122.428635981426)",Breach
M150175,0 Block Of Emery  Lane,San Francisco,CA,2015,94133,01/21/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,3,Chinatown,"(37.7987139952379, -122.409618331128)",Breach
